ID_REF,mean_PE,mean_nonPE,log2FC,abs_log2FC
ILMN_1651715,5.646871079652175,5.6701662640810815,-0.02329518442890688,0.02329518442890688
ILMN_1651717,5.789222423826087,5.78025104318919,0.008971380636896953,0.008971380636896953
ILMN_1651719,9.384477292086956,9.411158405567566,-0.026681113480609753,0.026681113480609753
ILMN_1651727,5.397040941913044,5.376130907297297,0.020910034615747364,0.020910034615747364
ILMN_1651735,9.222596901869567,9.356822431675676,-0.13422552980610902,0.13422552980610902
ILMN_1651737,5.877713580913044,5.854302385405407,0.02341119550763704,0.02341119550763704
ILMN_1651741,5.723868060739131,5.809766652054054,-0.0858985913149235,0.0858985913149235
ILMN_1651745,5.854237209739131,5.9601959074864865,-0.10595869774735522,0.10595869774735522
ILMN_1651752,5.774437730086956,5.784896969621621,-0.010459239534664988,0.010459239534664988
ILMN_1651758,5.31472194473913,5.354084447864866,-0.0393625031257363,0.0393625031257363
ILMN_1651760,5.442702320739129,5.47525523262162,-0.03255291188249121,0.03255291188249121
ILMN_1651763,5.651614422695651,5.6075781238918925,0.04403629880375881,0.04403629880375881
ILMN_1651767,7.005682963869566,6.957285515621622,0.04839744824794412,0.04839744824794412
ILMN_1651769,6.4335280690869565,6.454416144027027,-0.02088807494007039,0.02088807494007039
ILMN_1651771,5.494276015086958,5.53235505218919,-0.03807903710223215,0.03807903710223215
ILMN_1651776,7.004188355695652,6.833555272783784,0.17063308291186807,0.17063308291186807
ILMN_1651787,5.763525993652173,5.84421351227027,-0.0806875186180962,0.0806875186180962
ILMN_1651788,7.705922518217393,7.677621299621623,0.02830121859576984,0.02830121859576984
ILMN_1651789,5.5487113174782605,5.5574054096486485,-0.008694092170387968,0.008694092170387968
ILMN_1651792,5.602462947695654,5.591555994378379,0.010906953317274315,0.010906953317274315
ILMN_1651799,10.38876185173913,10.447117997297298,-0.05835614555816804,0.05835614555816804
ILMN_1651800,6.098361227695653,6.135383407837837,-0.03702218014218417,0.03702218014218417
ILMN_1651806,5.40351112373913,5.356905885756755,0.0466052379823747,0.0466052379823747
ILMN_1651811,5.4175613298695655,5.409545837756756,0.008015492112809497,0.008015492112809497
ILMN_1651817,5.668990071521739,5.636683136864865,0.03230693465687384,0.03230693465687384
ILMN_1651819,9.208584811304346,8.923392165972968,0.285192645331378,0.285192645331378
ILMN_1651826,12.153651712608696,11.71950815783784,0.43414355477085564,0.43414355477085564
ILMN_1651828,7.888178738869565,7.918984562459463,-0.030805823589897585,0.030805823589897585
ILMN_1651830,5.57786811873913,5.564764800837837,0.013103317901292932,0.013103317901292932
ILMN_1651832,10.929589073043479,10.900402528594594,0.029186544448885243,0.029186544448885243
ILMN_1651838,5.417513102434782,5.41353309645946,0.0039800059753218875,0.0039800059753218875
ILMN_1651843,5.9752145471739135,6.041746731216217,-0.06653218404230365,0.06653218404230365
ILMN_1651846,5.607125129826087,5.574964297297297,0.032160832528790095,0.032160832528790095
ILMN_1651848,5.421040843826087,5.448237944027027,-0.027197100200940127,0.027197100200940127
ILMN_1651849,6.152780674043479,5.772331542297296,0.38044913174618245,0.38044913174618245
ILMN_1651850,13.512927756086958,13.601160885135137,-0.08823312904817904,0.08823312904817904
ILMN_1651863,5.511551815086957,5.521572840027027,-0.010021024940070511,0.010021024940070511
ILMN_1651865,5.6832170823913035,5.690330488729729,-0.007113406338425499,0.007113406338425499
ILMN_1651872,7.618214984913042,7.7710220955675675,-0.15280711065452568,0.15280711065452568
ILMN_1651878,5.593700886652175,5.703125846243243,-0.10942495959106768,0.10942495959106768
ILMN_1651899,11.803314455652178,12.05647664027027,-0.2531621846180929,0.2531621846180929
ILMN_1651900,5.6901191611304345,5.636273332324325,0.053845828806109886,0.053845828806109886
ILMN_1651902,6.215226285347826,6.338712085297297,-0.12348579994947162,0.12348579994947162
ILMN_1651905,5.687917802,5.70127387027027,-0.013356068270269361,0.013356068270269361
ILMN_1651913,5.598665736826087,5.594248358945945,0.004417377880141515,0.004417377880141515
ILMN_1651915,6.083709442826088,6.05625596216216,0.02745348066392772,0.02745348066392772
ILMN_1651916,5.477771663913043,5.531246622540541,-0.05347495862749785,0.05347495862749785
ILMN_1651936,7.206210310434781,7.100737505513513,0.10547280492126809,0.10547280492126809
ILMN_1651938,5.396841958826087,5.488012607675675,-0.09117064884958737,0.09117064884958737
ILMN_1651940,5.398359776956521,5.391054758324325,0.007305018632195903,0.007305018632195903
ILMN_1651942,9.172982475869565,9.038584320783784,0.13439815508578157,0.13439815508578157
ILMN_1651943,5.835964521304349,5.844257539324323,-0.008293018019974063,0.008293018019974063
ILMN_1651944,5.658857701391304,5.614639730324324,0.04421797106698033,0.04421797106698033
ILMN_1651949,6.557753631869563,6.517559377513512,0.04019425435605051,0.04019425435605051
ILMN_1651950,7.433641672478261,7.419248067135135,0.014393605343125948,0.014393605343125948
ILMN_1651958,10.125789050130434,10.379802104999998,-0.2540130548695636,0.2540130548695636
ILMN_1651964,6.613084052347826,6.611184877486487,0.0018991748613395032,0.0018991748613395032
ILMN_1651966,5.651180461956521,5.658731250135136,-0.007550788178614987,0.007550788178614987
ILMN_1651967,5.683849071652174,5.71483166845946,-0.030982596807285212,0.030982596807285212
ILMN_1651973,5.574663576347826,5.596705364729731,-0.022041788381905292,0.022041788381905292
ILMN_1651980,5.617806733521739,5.676858875621623,-0.059052142099884186,0.059052142099884186
